"MaterialID","MaterialName","Thickness","Width","Size","Material","MaterialStandardPrice","UnitOfMeasure","MaterialType"
"1-1/238BIR","1-1/2in X 3in X 8ft  Birch","1-1/2","3","1-1/2in X 3in X 8ft","Birch",10.8,"bdft","Wood"
"3/41216OAK","3/4in X 12in X 16ft  Oak","3/4","12","3/4in X 12in X 16ft","Oak",57.6,"bdft","Wood"
"1/234PIN","1/2in X 3in X 4ft  Pine","1/2","3","1/2in X 3in X 4ft","Pine",1.5,"bdft","Wood"
"5/41010PIN","5/4in X 10in X 10ft  Pine","5/4","10","5/4in X 10in X 10ft","Pine",31.25,"bdft","Wood"
"101010OAK","10in X 10in X 10ft  Oak","10","10","10in X 10in X 10ft","Oak",500.0,"bdft","Wood"
"668WAL","6in X 6in X 8ft  Walnut","6","6","6in X 6in X 8ft","Walnut",162.0,"bdft","Wood"
"1210CHE","1in X 2in X 10ft  Cherry","1","2","1in X 2in X 10ft","Cherry",10.0,"bdft","Wood"
"1/248OAK","1/2in X 4in X 8ft  Oak","1/2","4","1/2in X 4in X 8ft","Oak",6.4,"bdft","Wood"
"1/438CHE","1/4in X 3in X 8ft  Cherry","1/4","3","1/4in X 3in X 8ft","Cherry",3.0,"bdft","Wood"
"NOW7/8","Oval Wire Nail 7/8in",,,"7/8in","Oval Wire Nail",0.04375,"ea","Nails"
"41216OAK","4in X 12in X 16ft  Oak","4","12","4in X 12in X 16ft","Oak",384.0,"bdft","Wood"
"1/444WAL","1/4in X 4in X 4ft  Walnut","1/4","4","1/4in X 4in X 4ft","Walnut",1.8,"bdft","Wood"
"12312ASH","12in X 3in X 12ft  Ash","12","3","12in X 3in X 12ft","Ash",189.0,"bdft","Wood"
"3/41212PIN","3/4in X 12in X 12ft  Pine","3/4","12","3/4in X 12in X 12ft","Pine",27.0,"bdft","Wood"
"41212PIN","4in X 12in X 12ft  Pine","4","12","4in X 12in X 12ft","Pine",180.0,"bdft","Wood"
"1284CHE","12in X 8in X 4ft  Cherry","12","8","12in X 8in X 4ft","Cherry",240.0,"bdft","Wood"
"5/468OAK","5/4in X 6in X 8ft  Oak","5/4","6","5/4in X 6in X 8ft","Oak",24.0,"bdft","Wood"
"5/4124CHE","5/4in X 12in X 4ft  Cherry","5/4","12","5/4in X 12in X 4ft","Cherry",30.0,"bdft","Wood"
"1/4216CHE","1/4in X 2in X 16ft  Cherry","1/4","2","1/4in X 2in X 16ft","Cherry",4.0,"bdft","Wood"
"NST012","Staples 1/2in",,,,,0.05,"each","Nails"
"3/834CHE","3/8in X 3in X 4ft  Cherry","3/8","3","3/8in X 3in X 4ft","Cherry",2.25,"bdft","Wood"
"3/438OAK","3/4in X 3in X 8ft  Oak","3/4","3","3/4in X 3in X 8ft","Oak",7.2,"bdft","Wood"
"4412WAL","4in X 4in X 12ft  Walnut","4","4","4in X 4in X 12ft","Walnut",108.0,"bdft","Wood"
"21010WAL","2in X 10in X 10ft  Walnut","2","10","2in X 10in X 10ft","Walnut",90.0,"bdft","Wood"
"NOW5/8","Oval Wire Nail 5/8in",,,"5/8in","Oval Wire Nail",0.02875,"ea","Nails"
"5/8124CHE","5/8in X 12in X 4ft  Cherry","5/8","12","5/8in X 12in X 4ft","Cherry",13.8,"bdft","Wood"
"684CHE","6in X 8in X 4ft  Cherry","6","8","6in X 8in X 4ft","Cherry",120.0,"bdft","Wood"
"1/238WAL","1/2in X 3in X 8ft  Walnut","1/2","3","1/2in X 3in X 8ft","Walnut",5.4,"bdft","Wood"
"1-1/2812OAK","1-1/2in X 8in X 12ft  Oak","1-1/2","8","1-1/2in X 8in X 12ft","Oak",57.6,"bdft","Wood"
"1-1/2810CHE","1-1/2in X 8in X 10ft  Cherry","1-1/2","8","1-1/2in X 8in X 10ft","Cherry",60.0,"bdft","Wood"
"5/81010OAK","5/8in X 10in X 10ft  Oak","5/8","10","5/8in X 10in X 10ft","Oak",23.0,"bdft","Wood"
"1-1/288BIR","1-1/2in X 8in X 8ft  Birch","1-1/2","8","1-1/2in X 8in X 8ft","Birch",28.8,"bdft","Wood"
"444WAL","4in X 4in X 4ft  Walnut","4","4","4in X 4in X 4ft","Walnut",36.0,"bdft","Wood"
"144BIR","1in X 4in X 4ft  Birch","1","4","1in X 4in X 4ft","Birch",4.8,"bdft","Wood"
"5/8410OAK","5/8in X 4in X 10ft  Oak","5/8","4","5/8in X 4in X 10ft","Oak",9.2,"bdft","Wood"
"4212WAL","4in X 2in X 12ft  Walnut","4","2","4in X 2in X 12ft","Walnut",54.0,"bdft","Wood"
"1-1/2310PIN","1-1/2in X 3in X 10ft  Pine","1-1/2","3","1-1/2in X 3in X 10ft","Pine",11.25,"bdft","Wood"
"168PIN","1in X 6in X 8ft  Pine","1","6","1in X 6in X 8ft","Pine",12.0,"bdft","Wood"
"61012BIR","6in X 10in X 12ft  Birch","6","10","6in X 10in X 12ft","Birch",270.0,"bdft","Wood"
"3/428OAK","3/4in X 2in X 8ft  Oak","3/4","2","3/4in X 2in X 8ft","Oak",4.8,"bdft","Wood"
"4310BIR","4in X 3in X 10ft  Birch","4","3","4in X 3in X 10ft","Birch",45.0,"bdft","Wood"
"1-1/2616BIR","1-1/2in X 6in X 16ft  Birch","1-1/2","6","1-1/2in X 6in X 16ft","Birch",43.2,"bdft","Wood"
"3/4416WAL","3/4in X 4in X 16ft  Walnut","3/4","4","3/4in X 4in X 16ft","Walnut",21.6,"bdft","Wood"
"1310PIN","1in X 3in X 10ft  Pine","1","3","1in X 3in X 10ft","Pine",7.5,"bdft","Wood"
"124OAK","1in X 2in X 4ft  Oak","1","2","1in X 2in X 4ft","Oak",3.2,"bdft","Wood"
"1-1/2210OAK","1-1/2in X 2in X 10ft  Oak","1-1/2","2","1-1/2in X 2in X 10ft","Oak",12.0,"bdft","Wood"
"10310WAL","10in X 3in X 10ft  Walnut","10","3","10in X 3in X 10ft","Walnut",168.75,"bdft","Wood"
"1812PIN","1in X 8in X 12ft  Pine","1","8","1in X 8in X 12ft","Pine",24.0,"bdft","Wood"
"3/4816BIR","3/4in X 8in X 16ft  Birch","3/4","8","3/4in X 8in X 16ft","Birch",28.8,"bdft","Wood"
"3/864OAK","3/8in X 6in X 4ft  Oak","3/8","6","3/8in X 6in X 4ft","Oak",3.6,"bdft","Wood"
"10810OAK","10in X 8in X 10ft  Oak","10","8","10in X 8in X 10ft","Oak",400.0,"bdft","Wood"
"1/4104PIN","1/4in X 10in X 4ft  Pine","1/4","10","1/4in X 10in X 4ft","Pine",2.5,"bdft","Wood"
"3/434BIR","3/4in X 3in X 4ft  Birch","3/4","3","3/4in X 3in X 4ft","Birch",2.7,"bdft","Wood"
"3/8104BIR","3/8in X 10in X 4ft  Birch","3/8","10","3/8in X 10in X 4ft","Birch",4.5,"bdft","Wood"
"3/888OAK","3/8in X 8in X 8ft  Oak","3/8","8","3/8in X 8in X 8ft","Oak",9.6,"bdft","Wood"
"3/41216PIN","3/4in X 12in X 16ft  Pine","3/4","12","3/4in X 12in X 16ft","Pine",36.0,"bdft","Wood"
"1/2312ASH","1/2in X 3in X 12ft  Ash","1/2","3","1/2in X 3in X 12ft","Ash",6.3,"bdft","Wood"
"1/248PIN","1/2in X 4in X 8ft  Pine","1/2","4","1/2in X 4in X 8ft","Pine",4.0,"bdft","Wood"
"5/8810PIN","5/8in X 8in X 10ft  Pine","5/8","8","5/8in X 8in X 10ft","Pine",11.5,"bdft","Wood"
"1/4616BIR","1/4in X 6in X 16ft  Birch","1/4","6","1/4in X 6in X 16ft","Birch",7.2,"bdft","Wood"
"268PIN","2in X 6in X 8ft  Pine","2","6","2in X 6in X 8ft","Pine",24.0,"bdft","Wood"
"5/8412ASH","5/8in X 4in X 12ft  Ash","5/8","4","5/8in X 4in X 12ft","Ash",9.66,"bdft","Wood"
"1-1/21016OAK","1-1/2in X 10in X 16ft  Oak","1-1/2","10","1-1/2in X 10in X 16ft","Oak",96.0,"bdft","Wood"
"1084WAL","10in X 8in X 4ft  Walnut","10","8","10in X 8in X 4ft","Walnut",180.0,"bdft","Wood"
"12312BIR","12in X 3in X 12ft  Birch","12","3","12in X 3in X 12ft","Birch",162.0,"bdft","Wood"
"1-1/244WAL","1-1/2in X 4in X 4ft  Walnut","1-1/2","4","1-1/2in X 4in X 4ft","Walnut",10.8,"bdft","Wood"
"464CHE","4in X 6in X 4ft  Cherry","4","6","4in X 6in X 4ft","Cherry",60.0,"bdft","Wood"
"61016BIR","6in X 10in X 16ft  Birch","6","10","6in X 10in X 16ft","Birch",360.0,"bdft","Wood"
"NST1","Staples 1in",,,"1in","Staples",0.05,"ea","Nails"
"288BIR","2in X 8in X 8ft  Birch","2","8","2in X 8in X 8ft","Birch",38.4,"bdft","Wood"
"1/264CHE","1/2in X 6in X 4ft  Cherry","1/2","6","1/2in X 6in X 4ft","Cherry",6.0,"bdft","Wood"
"2212BIR","2in X 2in X 12ft  Birch","2","2","2in X 2in X 12ft","Birch",14.4,"bdft","Wood"
"1-1/234WAL","1-1/2in X 3in X 4ft  Walnut","1-1/2","3","1-1/2in X 3in X 4ft","Walnut",8.1,"bdft","Wood"
"4410PIN","4in X 4in X 10ft  Pine","4","4","4in X 4in X 10ft","Pine",50.0,"bdft","Wood"
"488CHE","4in X 8in X 8ft  Cherry","4","8","4in X 8in X 8ft","Cherry",160.0,"bdft","Wood"
"5/81212CHE","5/8in X 12in X 12ft  Cherry","5/8","12","5/8in X 12in X 12ft","Cherry",41.4,"bdft","Wood"
"41010BIR","4in X 10in X 10ft  Birch","4","10","4in X 10in X 10ft","Birch",150.0,"bdft","Wood"
"5/844ASH","5/8in X 4in X 4ft  Ash","5/8","4","5/8in X 4in X 4ft","Ash",3.22,"bdft","Wood"
"3/824WAL","3/8in X 2in X 4ft  Walnut","3/8","2","3/8in X 2in X 4ft","Walnut",1.35,"bdft","Wood"
"1/2108ASH","1/2in X 10in X 8ft  Ash","1/2","10","1/2in X 10in X 8ft","Ash",14.0,"bdft","Wood"
"4616BIR","4in X 6in X 16ft  Birch","4","6","4in X 6in X 16ft","Birch",144.0,"bdft","Wood"
"3/81016CHE","3/8in X 10in X 16ft  Cherry","3/8","10","3/8in X 10in X 16ft","Cherry",30.0,"bdft","Wood"
"12416BIR","12in X 4in X 16ft  Birch","12","4","12in X 4in X 16ft","Birch",288.0,"bdft","Wood"
"4616OAK","4in X 6in X 16ft  Oak","4","6","4in X 6in X 16ft","Oak",192.0,"bdft","Wood"
"1-1/284WAL","1-1/2in X 8in X 4ft  Walnut","1-1/2","8","1-1/2in X 8in X 4ft","Walnut",21.6,"bdft","Wood"
"1038OAK","10in X 3in X 8ft  Oak","10","3","10in X 3in X 8ft","Oak",120.0,"bdft","Wood"
"1/228WAL","1/2in X 2in X 8ft  Walnut","1/2","2","1/2in X 2in X 8ft","Walnut",3.6,"bdft","Wood"
"1/41210WAL","1/4in X 12in X 10ft  Walnut","1/4","12","1/4in X 12in X 10ft","Walnut",13.5,"bdft","Wood"
"10108PIN","10in X 10in X 8ft  Pine","10","10","10in X 10in X 8ft","Pine",250.0,"bdft","Wood"
"4416CHE","4in X 4in X 16ft  Cherry","4","4","4in X 4in X 16ft","Cherry",160.0,"bdft","Wood"
"2210Brch","2in X 2in X 10ft  Birch","2","2","2in X 2in X 10ft","Birch",48.0,"bdft","Wood"
"1088PIN","10in X 8in X 8ft  Pine","10","8","10in X 8in X 8ft","Pine",200.0,"bdft","Wood"
"3/4108BIR","3/4in X 10in X 8ft  Birch","3/4","10","3/4in X 10in X 8ft","Birch",18.0,"bdft","Wood"
"3/468ASH","3/4in X 6in X 8ft  Ash","3/4","6","3/4in X 6in X 8ft","Ash",12.6,"bdft","Wood"
"1416CHE","1in X 4in X 16ft  Cherry","1","4","1in X 4in X 16ft","Cherry",32.0,"bdft","Wood"
"5/4128BIR","5/4in X 12in X 8ft  Birch","5/4","12","5/4in X 12in X 8ft","Birch",36.0,"bdft","Wood"
"10412PIN","10in X 4in X 12ft  Pine","10","4","10in X 4in X 12ft","Pine",150.0,"bdft","Wood"
"1/4128OAK","1/4in X 12in X 8ft  Oak","1/4","12","1/4in X 12in X 8ft","Oak",9.6,"bdft","Wood"
"4416ASH","4in X 4in X 16ft  Ash","4","4","4in X 4in X 16ft","Ash",112.0,"bdft","Wood"
"2812CHE","2in X 8in X 12ft  Cherry","2","8","2in X 8in X 12ft","Cherry",96.0,"bdft","Wood"
"61016OAK","6in X 10in X 16ft  Oak","6","10","6in X 10in X 16ft","Oak",480.0,"bdft","Wood"
"3/4816PIN","3/4in X 8in X 16ft  Pine","3/4","8","3/4in X 8in X 16ft","Pine",24.0,"bdft","Wood"
"3/8812ASH","3/8in X 8in X 12ft  Ash","3/8","8","3/8in X 8in X 12ft","Ash",12.6,"bdft","Wood"
"624CHE","6in X 2in X 4ft  Cherry","6","2","6in X 2in X 4ft","Cherry",30.0,"bdft","Wood"
"21216PIN","2in X 12in X 16ft  Pine","2","12","2in X 12in X 16ft","Pine",96.0,"bdft","Wood"
"6108BIR","6in X 10in X 8ft  Birch","6","10","6in X 10in X 8ft","Birch",180.0,"bdft","Wood"
"1264WAL","12in X 6in X 4ft  Walnut","12","6","12in X 6in X 4ft","Walnut",162.0,"bdft","Wood"
"12128WAL","12in X 12in X 8ft  Walnut","12","12","12in X 12in X 8ft","Walnut",648.0,"bdft","Wood"
"3/8128OAK","3/8in X 12in X 8ft  Oak","3/8","12","3/8in X 12in X 8ft","Oak",14.4,"bdft","Wood"
"3/4310ASH","3/4in X 3in X 10ft  Ash","3/4","3","3/4in X 3in X 10ft","Ash",7.875,"bdft","Wood"
"5/488WAL","5/4in X 8in X 8ft  Walnut","5/4","8","5/4in X 8in X 8ft","Walnut",36.0,"bdft","Wood"
"3/864PIN","3/8in X 6in X 4ft  Pine","3/8","6","3/8in X 6in X 4ft","Pine",2.25,"bdft","Wood"
"1264BIR","12in X 6in X 4ft  Birch","12","6","12in X 6in X 4ft","Birch",108.0,"bdft","Wood"
"3/8816PIN","3/8in X 8in X 16ft  Pine","3/8","8","3/8in X 8in X 16ft","Pine",12.0,"bdft","Wood"
"138WAL","1in X 3in X 8ft  Walnut","1","3","1in X 3in X 8ft","Walnut",10.8,"bdft","Wood"
"4812BIR","4in X 8in X 12ft  Birch","4","8","4in X 8in X 12ft","Birch",144.0,"bdft","Wood"
"1/4610PIN","1/4in X 6in X 10ft  Pine","1/4","6","1/4in X 6in X 10ft","Pine",3.75,"bdft","Wood"
"6312PIN","6in X 3in X 12ft  Pine","6","3","6in X 3in X 12ft","Pine",67.5,"bdft","Wood"
"444OAK","4in X 4in X 4ft  Oak","4","4","4in X 4in X 4ft","Oak",32.0,"bdft","Wood"
"3/864BIR","3/8in X 6in X 4ft  Birch","3/8","6","3/8in X 6in X 4ft","Birch",2.7,"bdft","Wood"
"1810ASH","1in X 8in X 10ft  Ash","1","8","1in X 8in X 10ft","Ash",28.0,"bdft","Wood"
"5/8612OAK","5/8in X 6in X 12ft  Oak","5/8","6","5/8in X 6in X 12ft","Oak",16.56,"bdft","Wood"
"10416WAL","10in X 4in X 16ft  Walnut","10","4","10in X 4in X 16ft","Walnut",360.0,"bdft","Wood"
"5/444OAK","5/4in X 4in X 4ft  Oak","5/4","4","5/4in X 4in X 4ft","Oak",8.0,"bdft","Wood"
"6412BIR","6in X 4in X 12ft  Birch","6","4","6in X 4in X 12ft","Birch",108.0,"bdft","Wood"
"4210BIR","4in X 2in X 10ft  Birch","4","2","4in X 2in X 10ft","Birch",30.0,"bdft","Wood"
"1038WAL","10in X 3in X 8ft  Walnut","10","3","10in X 3in X 8ft","Walnut",135.0,"bdft","Wood"
"1/288WAL","1/2in X 8in X 8ft  Walnut","1/2","8","1/2in X 8in X 8ft","Walnut",14.4,"bdft","Wood"
"1612OAK","1in X 6in X 12ft  Oak","1","6","1in X 6in X 12ft","Oak",28.8,"bdft","Wood"
"1/4810CHE","1/4in X 8in X 10ft  Cherry","1/4","8","1/4in X 8in X 10ft","Cherry",10.0,"bdft","Wood"
"121210ASH","12in X 12in X 10ft  Ash","12","12","12in X 12in X 10ft","Ash",630.0,"bdft","Wood"
"634ASH","6in X 3in X 4ft  Ash","6","3","6in X 3in X 4ft","Ash",31.5,"bdft","Wood"
"NOW3/8","Oval Wire Nail 3/8in",,,"3/8in","Oval Wire Nail",0.01875,"ea","Nails"
"1-1/2312ASH","1-1/2in X 3in X 12ft  Ash","1-1/2","3","1-1/2in X 3in X 12ft","Ash",18.9,"bdft","Wood"
"3/8816OAK","3/8in X 8in X 16ft  Oak","3/8","8","3/8in X 8in X 16ft","Oak",19.2,"bdft","Wood"
"3/81216ASH","3/8in X 12in X 16ft  Ash","3/8","12","3/8in X 12in X 16ft","Ash",25.2,"bdft","Wood"
"1/238CHE","1/2in X 3in X 8ft  Cherry","1/2","3","1/2in X 3in X 8ft","Cherry",6.0,"bdft","Wood"
"1316CHE","1in X 3in X 16ft  Cherry","1","3","1in X 3in X 16ft","Cherry",24.0,"bdft","Wood"
"3/8216ASH","3/8in X 2in X 16ft  Ash","3/8","2","3/8in X 2in X 16ft","Ash",4.2,"bdft","Wood"
"5/8216ASH","5/8in X 2in X 16ft  Ash","5/8","2","5/8in X 2in X 16ft","Ash",6.44,"bdft","Wood"
"5/4810ASH","5/4in X 8in X 10ft  Ash","5/4","8","5/4in X 8in X 10ft","Ash",35.0,"bdft","Wood"
"4210PIN","4in X 2in X 10ft  Pine","4","2","4in X 2in X 10ft","Pine",25.0,"bdft","Wood"
"1/4124WAL","1/4in X 12in X 4ft  Walnut","1/4","12","1/4in X 12in X 4ft","Walnut",5.4,"bdft","Wood"
"5/41010OAK","5/4in X 10in X 10ft  Oak","5/4","10","5/4in X 10in X 10ft","Oak",50.0,"bdft","Wood"
"121012ASH","12in X 10in X 12ft  Ash","12","10","12in X 10in X 12ft","Ash",630.0,"bdft","Wood"
"5/8216PIN","5/8in X 2in X 16ft  Pine","5/8","2","5/8in X 2in X 16ft","Pine",4.6,"bdft","Wood"
"234PIN","2in X 3in X 4ft  Pine","2","3","2in X 3in X 4ft","Pine",6.0,"bdft","Wood"
"3/4412CHE","3/4in X 4in X 12ft  Cherry","3/4","4","3/4in X 4in X 12ft","Cherry",18.0,"bdft","Wood"
"648OAK","6in X 4in X 8ft  Oak","6","4","6in X 4in X 8ft","Oak",96.0,"bdft","Wood"
"5/4104CHE","5/4in X 10in X 4ft  Cherry","5/4","10","5/4in X 10in X 4ft","Cherry",25.0,"bdft","Wood"
"3/828CHE","3/8in X 2in X 8ft  Cherry","3/8","2","3/8in X 2in X 8ft","Cherry",3.0,"bdft","Wood"
"3/488ASH","3/4in X 8in X 8ft  Ash","3/4","8","3/4in X 8in X 8ft","Ash",16.8,"bdft","Wood"
"NOW078","Oval Wire Nail 7/8in",,,,,0.0875,"each","Nails"
"21212PIN","2in X 12in X 12ft  Pine","2","12","2in X 12in X 12ft","Pine",72.0,"bdft","Wood"
"1/4612ASH","1/4in X 6in X 12ft  Ash","1/4","6","1/4in X 6in X 12ft","Ash",6.3,"bdft","Wood"
"1/2310CHE","1/2in X 3in X 10ft  Cherry","1/2","3","1/2in X 3in X 10ft","Cherry",7.5,"bdft","Wood"
"1/21010MAH","1/2in X 10in X 10ft  Mahogany","1/2","10","1/2in X 10in X 10ft","Mahogany",50.0,"bdft","Wood"
"3/488CHE","3/4in X 8in X 8ft  Cherry","3/4","8","3/4in X 8in X 8ft","Cherry",24.0,"bdft","Wood"
"5/4212ASH","5/4in X 2in X 12ft  Ash","5/4","2","5/4in X 2in X 12ft","Ash",10.5,"bdft","Wood"
"2108PIN","2in X 10in X 8ft  Pine","2","10","2in X 10in X 8ft","Pine",40.0,"bdft","Wood"
"268BIR","2in X 6in X 8ft  Birch","2","6","2in X 6in X 8ft","Birch",28.8,"bdft","Wood"
"1088OAK","10in X 8in X 8ft  Oak","10","8","10in X 8in X 8ft","Oak",320.0,"bdft","Wood"
"488ASH","4in X 8in X 8ft  Ash","4","8","4in X 8in X 8ft","Ash",112.0,"bdft","Wood"
"4104OAK","4in X 10in X 4ft  Oak","4","10","4in X 10in X 4ft","Oak",80.0,"bdft","Wood"
"3/41212BIR","3/4in X 12in X 12ft  Birch","3/4","12","3/4in X 12in X 12ft","Birch",32.4,"bdft","Wood"
"5/864BIR","5/8in X 6in X 4ft  Birch","5/8","6","5/8in X 6in X 4ft","Birch",4.14,"bdft","Wood"
"1/41016BIR","1/4in X 10in X 16ft  Birch","1/4","10","1/4in X 10in X 16ft","Birch",12.0,"bdft","Wood"
"3/4310BIR","3/4in X 3in X 10ft  Birch","3/4","3","3/4in X 3in X 10ft","Birch",6.75,"bdft","Wood"
"5/8410WAL","5/8in X 4in X 10ft  Walnut","5/8","4","5/8in X 4in X 10ft","Walnut",10.35,"bdft","Wood"
"5/4316ASH","5/4in X 3in X 16ft  Ash","5/4","3","5/4in X 3in X 16ft","Ash",21.0,"bdft","Wood"
"10810PIN","10in X 8in X 10ft  Pine","10","8","10in X 8in X 10ft","Pine",250.0,"bdft","Wood"
"1-1/2416BIR","1-1/2in X 4in X 16ft  Birch","1-1/2","4","1-1/2in X 4in X 16ft","Birch",28.8,"bdft","Wood"
"5/4312CHE","5/4in X 3in X 12ft  Cherry","5/4","3","5/4in X 3in X 12ft","Cherry",22.5,"bdft","Wood"
"10316PIN","10in X 3in X 16ft  Pine","10","3","10in X 3in X 16ft","Pine",150.0,"bdft","Wood"
"NST034","Staples 3/4in",,,,,0.075,"each","Nails"
"6216ASH","6in X 2in X 16ft  Ash","6","2","6in X 2in X 16ft","Ash",84.0,"bdft","Wood"
"1124ASH","1in X 12in X 4ft  Ash","1","12","1in X 12in X 4ft","Ash",16.8,"bdft","Wood"
"1/41012ASH","1/4in X 10in X 12ft  Ash","1/4","10","1/4in X 10in X 12ft","Ash",10.5,"bdft","Wood"
"NOW212","Oval Wire Nail 2-1/2in",,,,,0.25,"each","Nails"
"1216ASH","1in X 2in X 16ft  Ash","1","2","1in X 2in X 16ft","Ash",11.2,"bdft","Wood"
"41210OAK","4in X 12in X 10ft  Oak","4","12","4in X 12in X 10ft","Oak",240.0,"bdft","Wood"
"3/4108ASH","3/4in X 10in X 8ft  Ash","3/4","10","3/4in X 10in X 8ft","Ash",21.0,"bdft","Wood"
"12210CHE","12in X 2in X 10ft  Cherry","12","2","12in X 2in X 10ft","Cherry",150.0,"bdft","Wood"
"5/428PIN","5/4in X 2in X 8ft  Pine","5/4","2","5/4in X 2in X 8ft","Pine",5.0,"bdft","Wood"
"5/4108PIN","5/4in X 10in X 8ft  Pine","5/4","10","5/4in X 10in X 8ft","Pine",25.0,"bdft","Wood"
"3/4810CHE","3/4in X 8in X 10ft  Cherry","3/4","8","3/4in X 8in X 10ft","Cherry",30.0,"bdft","Wood"
"5/4610PIN","5/4in X 6in X 10ft  Pine","5/4","6","5/4in X 6in X 10ft","Pine",18.75,"bdft","Wood"
"121212CHE","12in X 12in X 12ft  Cherry","12","12","12in X 12in X 12ft","Cherry",1080.0,"bdft","Wood"
"NOW2-1/2","Oval Wire Nail 2-1/2in",,,"2-1/2in","Oval Wire Nail",0.125,"ea","Nails"
"5/4108OAK","5/4in X 10in X 8ft  Oak","5/4","10","5/4in X 10in X 8ft","Oak",40.0,"bdft","Wood"
"NF014","Finish Nail 1/4in",,,,,0.025,"each","Nails"
"5/864CHE","5/8in X 6in X 4ft  Cherry","5/8","6","5/8in X 6in X 4ft","Cherry",6.9,"bdft","Wood"
"3/81012ASH","3/8in X 10in X 12ft  Ash","3/8","10","3/8in X 10in X 12ft","Ash",15.75,"bdft","Wood"
"121012CHE","12in X 10in X 12ft  Cherry","12","10","12in X 10in X 12ft","Cherry",900.0,"bdft","Wood"
"2212ASH","2in X 2in X 12ft  Ash","2","2","2in X 2in X 12ft","Ash",16.8,"bdft","Wood"
"3/428CHE","3/4in X 2in X 8ft  Cherry","3/4","2","3/4in X 2in X 8ft","Cherry",6.0,"bdft","Wood"
"428BIR","4in X 2in X 8ft  Birch","4","2","4in X 2in X 8ft","Birch",24.0,"bdft","Wood"
"1234ASH","12in X 3in X 4ft  Ash","12","3","12in X 3in X 4ft","Ash",63.0,"bdft","Wood"
"1/4312ASH","1/4in X 3in X 12ft  Ash","1/4","3","1/4in X 3in X 12ft","Ash",3.15,"bdft","Wood"
"1/4410BIR","1/4in X 4in X 10ft  Birch","1/4","4","1/4in X 4in X 10ft","Birch",3.0,"bdft","Wood"
"1/448BIR","1/4in X 4in X 8ft  Birch","1/4","4","1/4in X 4in X 8ft","Birch",2.4,"bdft","Wood"
"NUT200","Upholstery Tack 2in",,,,,0.2,"each","Nails"
"101012CHE","10in X 10in X 12ft  Cherry","10","10","10in X 10in X 12ft","Cherry",750.0,"bdft","Wood"
"3/8316WAL","3/8in X 3in X 16ft  Walnut","3/8","3","3/8in X 3in X 16ft","Walnut",8.1,"bdft","Wood"
"1/4416ASH","1/4in X 4in X 16ft  Ash","1/4","4","1/4in X 4in X 16ft","Ash",5.6,"bdft","Wood"
"3/4104OAK","3/4in X 10in X 4ft  Oak","3/4","10","3/4in X 10in X 4ft","Oak",12.0,"bdft","Wood"
"1/428WAL","1/4in X 2in X 8ft  Walnut","1/4","2","1/4in X 2in X 8ft","Walnut",1.8,"bdft","Wood"
"1048CHE","10in X 4in X 8ft  Cherry","10","4","10in X 4in X 8ft","Cherry",200.0,"bdft","Wood"
"121212ASH","12in X 12in X 12ft  Ash","12","12","12in X 12in X 12ft","Ash",756.0,"bdft","Wood"
"1616PIN","1in X 6in X 16ft  Pine","1","6","1in X 6in X 16ft","Pine",24.0,"bdft","Wood"
"5/81210PIN","5/8in X 12in X 10ft  Pine","5/8","12","5/8in X 12in X 10ft","Pine",17.25,"bdft","Wood"
"1/4812PIN","1/4in X 8in X 12ft  Pine","1/4","8","1/4in X 8in X 12ft","Pine",6.0,"bdft","Wood"
"1/4410PIN","1/4in X 4in X 10ft  Pine","1/4","4","1/4in X 4in X 10ft","Pine",2.5,"bdft","Wood"
"5/4212CHE","5/4in X 2in X 12ft  Cherry","5/4","2","5/4in X 2in X 12ft","Cherry",15.0,"bdft","Wood"
"2128WAL","2in X 12in X 8ft  Walnut","2","12","2in X 12in X 8ft","Walnut",86.4,"bdft","Wood"
"5/4104WAL","5/4in X 10in X 4ft  Walnut","5/4","10","5/4in X 10in X 4ft","Walnut",22.5,"bdft","Wood"
"2104WAL","2in X 10in X 4ft  Walnut","2","10","2in X 10in X 4ft","Walnut",36.0,"bdft","Wood"
"5/8410ASH","5/8in X 4in X 10ft  Ash","5/8","4","5/8in X 4in X 10ft","Ash",8.05,"bdft","Wood"
"3/468BIR","3/4in X 6in X 8ft  Birch","3/4","6","3/4in X 6in X 8ft","Birch",10.8,"bdft","Wood"
"3/8412ASH","3/8in X 4in X 12ft  Ash","3/8","4","3/8in X 4in X 12ft","Ash",6.3,"bdft","Wood"
"5/8816WAL","5/8in X 8in X 16ft  Walnut","5/8","8","5/8in X 8in X 16ft","Walnut",33.12,"bdft","Wood"
"1/2212CHE","1/2in X 2in X 12ft  Cherry","1/2","2","1/2in X 2in X 12ft","Cherry",6.0,"bdft","Wood"
"3/834OAK","3/8in X 3in X 4ft  Oak","3/8","3","3/8in X 3in X 4ft","Oak",1.8,"bdft","Wood"
"5/464PIN","5/4in X 6in X 4ft  Pine","5/4","6","5/4in X 6in X 4ft","Pine",7.5,"bdft","Wood"
"1/234ASH","1/2in X 3in X 4ft  Ash","1/2","3","1/2in X 3in X 4ft","Ash",2.1,"bdft","Wood"
"3/884PIN","3/8in X 8in X 4ft  Pine","3/8","8","3/8in X 8in X 4ft","Pine",3.0,"bdft","Wood"
